，。	。
浸犯	侵犯
浸华	侵华
浸略	侵略
浸人心脾	沁人心脾
禁固	禁锢
禁若寒蝉	噤若寒蝉
禁声	噤声
禁制	禁止
经罢	经吧
经费罢	经费吧
经伦	经纶
经论	经纶
荆诃	荆轲
荆柯	荆轲
菁华	精华
惊的她	惊得她
惊鄂	惊愕
惊赅	惊骇
惊惶失措	惊慌失措
惊谎	惊慌
惊滔骇浪	惊涛骇浪
惊咤	惊诧
睛朗	晴朗
精兵减政	精兵简政
精兵简减	精兵简政
精采	精彩
精诚所致	精诚所至
精萃	精粹
精典	经典
精焊	精悍
精减	精简
精减机构	精简机构
精精业业	兢兢业业
精堪	精湛
精炼	精练
精美绝仑	精美绝伦
精疲力竭	筋疲力竭
精疲力尽	筋疲力尽
精譬	精辟
精神涣发	精神焕发
精神焕散	精神涣散
精神矍烁	精神矍铄
景太蓝	景泰蓝
景泰兰	景泰蓝
景像	景象
警诫	警戒
警省	警醒
径水	泾水
径渭	泾渭
迳	径
迳自	径自
痉孪	痉挛
痉窄	痉挛
竞把	竟把
竞不	竟不
竞敢	竟敢
竞给	竟给
竞会	竟会
竞拒绝	竟拒
竞落得	竟落得
竞能	竟能
竞然	竟然
竞是	竟是
竞用	竟用
竞有	竟有
竞与	竟与
竟赛	竞赛
竟先	竞先
竟相	竞相
竟争	竞争
敬配	敬佩
静静的想	静静地想
迥迥有神	炯炯有神
炯然	迥然
纠份	纠纷
纠纠武夫	赳赳武夫
鸠合	纠合
鸠集	纠集
鸠酒	鸩酒
鸠占雀巢	鸠占鹊巢
究竞	究竟
九宵	九霄
九疑	九嶷
九洲	九州
灸手可热	炙手可热
酒巴	酒吧
酒甏	酒瓮
酒涡	酒窝
酒中渗水	酒中掺水
酒钟	酒盅
旧帐	旧账
疚由自取	咎由自取
救架	救驾
救授	救援
就犯	就范
就撒手罢	就撒手吧
就象	就像
就序	就绪
就坐	就座
拘紧	拘谨
拘限	局限
居高凌下	居高临下
居为己有	据为己有
居心不测	居心叵测
鞠躬尽粹	鞠躬尽瘁
桔黄色	橘黄色
举步为艰	举步维艰
举怀	举杯
举旗不定	举棋不定
举世振惊	举世震惊
举一返三	举一反三
巨毒	剧毒
巨烈	剧烈
巨痛	剧痛
巨心	居心
句罢	句吧
拒谏是非	拒谏饰非
惧被	俱被
锯沫	锯末
聚情会神	聚精会神
捐驱	捐躯
撅头	镢头
噘	撅
决罢	决吧
决别	诀别
决对	绝对
决无仅有	绝无仅有
决择	抉择
诀议	决议
绝景	绝境
绝然不同	截然不同
绝项	绝顶
掘起	崛起
崛强	倔强
峻工	竣工
浚猊	狻猊
咔喳	咔嚓
开叉	开衩
开岔	开衩
开诚不公	开诚布公
开城布公	开诚布公
开恳	开垦
开扩	开阔
开郎	开朗
开门缉盗	开门揖盗
开幕辞	开幕词
开慕	开幕
开天劈地	开天辟地
开消	开销
开源截流	开源节流
开中明义	开宗明义
勘平	戡乱
砍大山	侃大山
槛褛	褴褛
看的过于	看得过于
看的很	看得很
看的起	看得起
看的清楚	看得清楚
看的清清楚楚	看得清清楚楚
看的是不	看得是不
看的是否	看得是否
看的太	看得太
看的有点	看得有点
看的有些	看得有些
看的有一	看得有一
看地起	看得起
看地清楚	看得清楚
看地清清楚楚	看得清清楚楚
看风驶舵	看风使舵
看戏罢	看戏吧
看一遍罢	看一遍吧
看做	看作
慷概	慷慨
抗辨	抗辩
抗起	扛起
抗着	扛着
抗州	杭州
靠罢	靠吧
科班出生	科班出身
科头洗足	科头跣足
棵粒	颗粒
嗑嗑绊绊	磕磕绊绊
嗑头	磕头
颗树	棵树
磕磕拌拌	磕磕绊绊
磕睡	瞌睡
瞌头	磕头
可佳	可嘉
可见一般	可见一斑
可兰经	古兰经
可望不可及	可望不可即
坷拉	坷垃
克尽职守	恪尽职守
刻划	刻画
刻己奉公	克己奉公
刻己为人	克己为人
刻期	克期
刻勤刻俭	克勤克俭
刻日	克日
剋扣	克扣
恪恪不入	格格不入
客窜	客串
尅日	克日
尅星	克星
骒马	骡马
坑议	抗议
空挡	空档
空空如野	空空如也
恐伯	恐怕
恐惶	恐慌
恐谎	恐慌
恐饰	恐怖
口干舌躁	口干舌燥
口蜜腹箭	口蜜腹剑
口事心非	口是心非
口殊笔伐	口诛笔伐
口株笔伐	口诛笔伐
扣击	叩击
扣开	叩开
寇丹	蔻丹
枯褐	枯竭
枯噪	枯燥
枯躁	枯燥
窟隆	窟窿
苦的很	苦得很
苦风凄雨	凄风苦雨
苦脑	苦恼
苦思名想	苦思冥想
苦思瞑想	苦思冥想
苦心孤义	苦心孤诣
苦心孤旨	苦心孤诣
裤档	裤裆
酷署	酷暑
夸大其辞	夸大其词
夸夸奇谈	夸夸其谈
垮界	跨界
垮栏	跨栏
垮越	跨越
垮子	胯子
跨掉	垮掉
跨了	垮了
跨台	垮台
跨下	胯下
快喝罢	快喝吧
侩子手	刽子手
脍灸人口	脍炙人口
脍子手	刽子手
宽敝	宽敞
宽畅	宽敞
宽弘大量	宽宏大量
宽洪大量	宽宏大量
宽怒	宽恕
宽茹	宽恕
宽余	宽裕
匡当	哐当
狂飚	狂飙
狂忘	狂妄
狂燥	狂躁
旷物	矿物
况罢	况吧
亏罢	亏吧
魁力	魅力
魁丽	瑰丽
喟口	胃口
㱮脓	溃脓
困兽尤斗	困兽犹斗
括不知耻	恬不知耻
括风	刮风
蛞噪	聒噪
阔老	阔佬
阔卓	阔绰
廓檐	廊檐
垃鸡	垃圾
拉伕	拉夫
拉勾	拉钩
拉圾	垃圾
拉拉队	啦啦队
拉扰	拉拢
拉曳	拉拽
拉一段罢	拉一段吧
剌剌不休	刺刺不休
腊笔	蜡笔
腊黄	蜡黄
腊纸	蜡纸
腊烛	蜡烛
蜡肉	腊肉
蜡月	腊月
来罢	来罢
来罢	来吧
来比锡	莱比锡
来布置罢	布置吧
来的太	来得太
来象	来像
来一次罢	来一次吧
赖帐	赖账
濑口	漱口
癞活	赖活
兰色	蓝色
兰天	蓝天
兰洲	兰州
栏干	栏杆
阑杆	栏杆
阑干	栏杆
阑姗	阑珊
蓝缕	褴褛
蓝球	篮球
蓝受	难受
蓝受香菇	难受想哭
蓝子	篮子
褴缕	褴褛
褴竽充数	滥竽充数
烂慢	烂漫
烂缦	烂漫
烂熳	烂漫
烂调	滥调
烂用	滥用
烂竽充数	滥竽充数
烂炸	滥炸
烂帐	烂账
滥芋充数	滥竽充数
滥醉	烂醉
狼籍	狼藉
狼头	榔头
琅琅乾坤	朗朗乾坤
琅邪	琅琊
锒头	榔头
浪废	浪费
劳役结合	劳逸结合
牢监	监牢
老陈持重	老成持重
老成恃重	老成持重
老骥伏骊	老骥伏枥
老骥伏沥	老骥伏枥
老奸巨猾	老奸巨滑
老奸巨滑	老奸巨猾
老趼	老茧
老剿	老巢
老生长谈	老生常谈
老声常谈	老生常谈
老湿	老师
老态龙肿	老态龙钟
老远的迎	老远地迎
老早的就听	老早地就听
老帐	老账
乐和和	乐呵呵
乐急生悲	乐极生悲
乐孜孜	乐滋滋
了罢	了吧
了草	潦草
了么	了吗
了望	瞭望
了我罢	了我吧
雷历风行	雷厉风行
雷励风行	雷厉风行
雷象	雷像
雷震雨	雷阵雨
泪珠象	泪珠像
类同	雷同
累坠	累赘
楞得	愣得
楞了	愣了
楞楞	愣愣
楞楞地	愣愣地
楞起	愣起
楞神	愣神
楞是	愣是
楞说	愣说
楞头	愣头
楞头楞脑	愣头愣脑
楞小子	愣小子
楞在	愣在
楞着	愣着
楞住	愣住
冷不妨	冷不防
冷颤	冷战
冷嗖嗖	冷飕飕
冷颜	冷眼
离经判道	离经叛道
黎黑	黧黑
礼上往来	礼尚往来
礼仪之帮	礼仪之邦
里罢	里吧
里勾外联	里勾外连
里肌	里脊
里象	里像
理罢	理吧
理采	理睬
理令智昏	利令智昏
理曲词穷	理屈词穷
理曲辞穷	理屈词穷
力象	力像
历兵抹马	厉兵秣马
历兵秣马	厉兵秣马
历害	厉害
历行	厉行
历精图治	励精图治
历声	厉声
厉兵抹马	厉兵秣马
厉害得失	利害得失
厉精图治	励精图治
厉厉在目	历历在目
厉史	历史
立案侦察	立案侦查
立杆见影	立竿见影
励兵秣马	厉兵秣马
励行节约	厉行节约
励经图治	励精图治
利罢	利吧
利害悠关	利害攸关
沥清	沥青
例举	列举
栗裕	粟裕
连继	连续
连结	联结
连袂	联袂
连盟	联盟
连篇累椟	连篇累牍
连篇累赎	连篇累牍
连翩	联翩
连锁反映	连锁反应
联贯	连贯
联接	连接
联襟	连襟
联绵	连绵
联缀	连缀
敛声摒气	敛声屏气
脸色慢慢的	脸色慢慢地
脸色杀白	脸色煞白
练子	链子
炼功	练功
恋母情节	恋母情结
良晨美景	良辰美景
良荞	良莠
良秀	良莠
凉干	晾干
凉嗖嗖	凉飕飕
梁山泊与祝英台	梁山伯与祝英台
粮晌	粮饷
粱山	梁山
两地书柬	两地书简
两级分化	两极分化
两砣	两坨
俩个	两个
俩口	两口
俩象	俩像
量罢	量吧
踉蹡	踉跄
僚倒	潦倒
寥阔	寥廓
寥若辰星	寥若晨星
撩草	潦草
撩乱	缭乱
嘹喨	嘹亮
缭原	燎原
暸望	瞭望
廖廖	寥寥
廖廖无几	寥寥无几
廖若晨星	寥若晨星
镣绕	缭绕
临察	监察
临利县	监利县
临摩	临摹
临颖	临颍
临阵摩枪	临阵磨枪
淋滴	淋漓
淋漓尽至	淋漓尽致
淋沥尽致	淋漓尽致
辚选	遴选
磷峋	嶙峋
凛列	凛冽
凛洌	凛冽
凛烈	凛冽
伶珑	玲珑
伶恤	怜恤
伶牙俐齿	伶牙利齿
囹圉	囹圄
玲俐	伶俐
玲声	铃声
凌然	凛然
零丁	伶仃
另件	零件
另辟溪径	另辟蹊径
另人	令人
另售	零售
另碎	零碎
令罢	令吧
令人发直	令人发指
溜弯儿	遛弯儿
留芳	流芳
留芳百世	流芳百世
留连	流连
留恋忘返	流连忘返
流光溢采	流光溢彩
流览	浏览
流恋忘返	流连忘返
流泯	流氓
流水帐	流水账
流瀣	沆瀣
流言飞语	流言蜚语
流言非语	流言蜚语
流言诽语	流言蜚语
流言斐语	流言蜚语
流之大吉	溜之大吉
琉璜	硫磺
琉散	疏散
琉远	疏远
硫散	疏散
蹓跶	溜达
蹓弯儿	遛弯儿
龙凤呈翔	龙凤呈祥
龙盘虎据	龙盘虎踞
陇沟	垄沟
拢络人心	笼络人心
偻罗	喽罗
偻儸	喽罗
陋洞	漏洞
漏子	娄子
喽啰	喽罗
噜苏	啰嗦
噜唆	啰嗦
噜嗦	啰嗦
芦沟	卢沟
炉火成青	炉火纯青
炉火纯清	炉火纯青
泸沟桥	卢沟桥
卤莽	鲁莽
虏掠	掳掠
虏去	掳去
鲁讯	鲁迅
鲁汛	鲁迅
录录无为	碌碌无为
录碌无为	碌碌无为
录相	录像
录相机	录像机
录象	录像
鹿葺	鹿茸
路罢	路吧
路傍	路旁
戮乱	戡乱
戮破	戳破
戮死	戳死
挛生	孪生
乱八七糟	乱七八糟
乱嘈嘈	乱糟糟
乱烘烘	乱哄哄
乱摊子	烂摊子
乱用	滥用
伦家	人家
伦落	沦落
伦亡	沦亡
沦肌夹髓	沦肌浃髓
轮功行赏	论功行赏
轮圆了	抡圆了
论罢	论吧
罗卜	萝卜
罗蜜欧	罗密欧
罗丝	螺丝
罗唆	啰唆
罗嗦	啰嗦
罗纹	螺纹
萝筐	箩筐
逻想	遐想
锣棰	锣槌
洛杉机	洛杉矶
落莫	落寞
落漠	落寞
落腮胡	络腮胡
落腮胡子	络腮胡子
落英宾纷	落英缤纷
驴友	旅友
旅力过人	膂力过人
缕花	镂花
履履得手	屡屡得手
履险如宜	履险如夷
绿草如荫	绿草如茵
绿树成阴	绿树成荫
绿树成茵	绿树成荫
绿茵蔽日	绿荫蔽日
绿州	绿洲
略夺	掠夺
略见一般	略见一斑
略胜一愁	略胜一筹
妈的逼	妈的屄
妈的个屄	妈的个屄
妈妈说到	妈妈说道
麻庳大意	麻痹大意
麻风病疯	
麻疯	麻风
麻杆	麻秆
麻木不忍	麻木不仁
麻鹊	麻雀
痳痹	麻痹
痳风	麻风
痳疹	麻疹
马邦	马帮
马伕	马夫
马糊	马虎
马勒戈壁	妈了个逼
马捅	马桶
马蚁	蚂蚁
玛头	码头
蚂蜂	马蜂
蚂蝗	蚂蟥
骂罢	骂吧
买的来	买得来
买地来	买得来
买牍还珠	买椟还珠
买两串罢	买两串吧
买赎还珠	买椟还珠
买帐	买账
麦杆	麦秆
麦桔	麦秸
脉博	脉搏
脉膊	脉搏
脉胳	脉络
瞒罢	瞒吧
瞒的了	瞒得了
满过	漫过
满目疮疫	满目疮痍
满山遍野	漫山遍野
满坐	满座
螨珊	蹒跚
曼延	蔓延
漫骂	谩骂
漫妙	曼妙
漫条斯理	慢条斯理
漫延	蔓延
慢不经心	漫不经心
慢道	漫道
慢工出细货	慢工出细活
慢骂	谩骂
慢慢的	慢慢地
慢慢的和她	慢慢地和她
慢慢的走	慢慢地走
慢说	漫说
慢谈	漫谈
慢条厮理	慢条斯理
芒然	茫然
忙不叠	忙不叠
忙乎	忙活
忙呼	忙活
盲音	忙音
莽闯	莽撞
毛厕	茅厕
毛房	茅房
毛骨惊然	毛骨悚然
毛骨耸然	毛骨悚然
毛骨竦然	毛骨悚然
毛随自荐	毛遂自荐
毛屋	茅屋
毛躁	毛糙
毛择东	毛泽东
冒然	贸然
贸失	冒失
貌和神离	貌合神离
没仇没怨	没仇没冤
没精打彩	没精打采
没有象	没有像
玫魂	玫瑰
眉捎	眉梢
煤汽	煤气
煤碳	煤炭
美的像	美得像
美地像	美得像
美仑美奂	美轮美奂
美人坯子	美人胚子
美玉无暇	美玉无瑕
美圆	美元
美州	美洲
门坎	门槛
门可罗鹊	门可罗雀
门可落雀	门可罗雀
门里出生	门里出身
门廷若市	门庭若市
门笫	门第
闷的很	闷得很
闷地	闷得
闷在鼓	蒙在鼓
们来地	们来得
们谈罢	们谈吧
们象	们像
们真地	们真的
虻虫	蠓虫
萌萌哒	可爱的
萌萌哒了	可爱的了
萌萌哒着	可爱的着
萌牙	萌芽
蒙敝	蒙蔽
蒙蒙细雨	朦朦细雨
朦懂	懵懂
矇眬	朦胧
蜢虫	蠓虫
梦景	梦境
梦餍	梦魇
咪成	眯成
咪着	眯着
弥猴桃	猕猴桃
迷底	谜底
迷方	秘方
迷漫	弥漫
迷曚	迷蒙
迷迷糊糊的就	迷迷糊糊地就
迷天大谎	弥天大谎
迷团	谜团
迷语	谜语
糜费	靡费
糜糜之音	靡靡之音
糜然	靡然
糜日不思	靡日不思
麋集	麇集
靡烂	糜烂
秘报	密报
秘笈	秘籍
秘决	秘诀
秘码	密码
秘使	密使
秘约	密约
秘召	密召
密罢	密吧
密而不宣	秘而不宣
密方	秘方
密蜂	蜜蜂
密笈	秘籍
密藉	秘籍
密诀	秘诀
绵花	棉花
绵联	绵连
绵上添花	锦上添花
绵纸	棉纸
棉薄	绵薄
棉里藏针	绵里藏针
棉力	绵力
棉软	绵软
棉子	棉籽
免为其难	勉为其难
勉厉	勉励
湎怀	缅怀
面罢	面吧
面黄饥瘦	面黄肌瘦
面面具到	面面俱到
面讨	面对
面象	面像
描模	描摹
瞄摹	描摹
渺视	藐视
渺远	邈远
缈视	藐视
藐小	渺小
妙饭	炒饭
蔑片	篾片
民风纯朴	民风淳朴
抿灭	泯灭
名嫒	名媛
名不符实	名不副实
名符其实	名副其实
名记不忘	铭记不忘
名列前矛	名列前茅
名落深山	名落孙山
名落松山	名落孙山
名门旺族	名门望族
名声雀起	名声鹊起
名思苦想	冥思苦想
名闻暇迩	名闻遐迩
名信片	明信片
名星	明星
名宇	名字
名哲保身	明哲保身
名着	名著
名珠暗投	明珠暗投
名子	名字
明辨事非	明辨是非
明辩	明辨
明辩是非	明辨是非
明辩是非	明辩是非
明查暗访	明察暗访
明查秋毫	明察秋毫
明火执杖	明火执仗
明火直仗	明火执仗
明片	名片
明枪暗剑	明枪暗箭
明师	名师
明则保身	明哲保身
明知固犯	明知故犯
鸣呼	呜呼
冥灭	泯灭
冥思苦想	苦思冥想
溟溟	冥冥
暝目	瞑目
暝思苦想	冥思苦想
瞑思苦想	冥思苦想
瞑想	冥想
缪论	谬论
缪误	谬误
缪种	谬种
摸糊不清	模糊不清
摸棱两可	模棱两可
摸样	模样
摹仿	模仿
摹拟	模拟
摹然	蓦然
模拜	膜拜
模出	摸出
模胡	模糊
模湖	模糊
模祥	模样
模写	摹写
模型版	模型板
摩察	摩擦
摩刀	磨刀
摩娑	摩挲
磨不开	抹不开
磨擦	摩擦
磨姑	蘑菇
磨菇	蘑菇
磨肩擦背	摩肩擦背
磨炼	磨练
磨攀擦掌	摩拳擦掌
磨磐	磨盘
磨拳擦掌	摩拳擦掌
磨崖石刻	摩崖石刻
魔难	磨难
末被	未被
末卜先知	末卜先知
末齿不忘	没齿不忘
莫哀一是	莫衷一是
莫不关心	漠不关心
莫可明状	莫可名状
莫明其妙	莫名其妙
莫中一是	莫衷一是
莫衷一事	莫衷一是
秣马励兵	秣马厉兵
秣马利兵	秣马厉兵
秣马砺兵	秣马厉兵
眽眽	脉脉
蓦捐	募捐
蓦色	暮色
墨守陈规	墨守成规
默罕默德	穆罕默德
默挈	默契
默守陈默	墨守成规
默守成规	墨守成规
谋画	谋划
谋取暴利	牟取暴利
母指	拇指
姆指	拇指
木锤	木槌
木纳	木讷
木有	没有
目不交捷	目不交睫
目不瑕接	目不暇接
目不暇给	目不暇接
目不转晴	目不转睛
目蹬口呆	目瞪口呆
目光如巨	目光如炬
目么	目吗
目炫	目眩
募然	蓦然
暮蔼	暮霭
暮霾	暮霭
穆陵	穆棱
哪咤	哪吒
那儿象	那儿像
那末	那么
那斯	那厮
那幺	那么
耐何	奈何
男盗女猖	男盗女娼
男票	男朋友
难到	难道
喃喃的说	喃喃地说
囔鼻	齉鼻
囊鼻子	齉鼻子
挠恕	饶恕
脑袋垂的	脑袋垂得
脑袋垂地	脑袋垂得
脑火	恼火
脑经	脑筋
脑象	脑像
脑羞成怒	恼羞成怒
闹的很	闹得很
闹地	闹得
闹轰轰	闹哄哄
闹烘烘	闹哄哄
内哄	内讧
内咎	内疚
能罢	能吧
能曲能伸	能屈能伸
能象	能像
能言善辨	能言善辩
能移	能够
尼玛	你妈
泥壕	你好
泥桨	泥浆
泥砂俱下	泥沙俱下
霓红灯	霓虹灯
你罢	你吧
你抽罢	你抽吧
你干罢	你干吧
你来地	你来得
你瞧罢	你瞧吧
你说罢	你说吧
你象	你像
你真地	你真的
眤称	昵称
腻害	厉害
黏膜	粘膜
捻珠	念珠
碾成末撵	
念罢	念吧
娘两	娘俩
酿洒	酿酒
陧盘	涅槃
涅盘	涅槃
嗫喏	嗫嚅
您罢	您吧
宁缺毋烂	宁缺毋滥
宁厦	宁夏
咛嘱	叮嘱
凝炼	凝练
牛崽裤	牛仔裤
扭怩	忸怩
扭捏	忸怩
扭扭捏捏	忸忸怩怩
钮扣	纽扣
农厂	农场
浓装艳抹	浓妆艳抹
弄的	弄得
弄巧成绌	弄巧成拙
奴颜卑膝	奴颜婢膝
奴颜脾膝	奴颜婢膝
努目	怒目
弩嘴	努嘴
暖合	暖和
暖哄哄	暖烘烘
暖呼呼	暖乎乎
暖昧	暧昧
诺大	偌大
懦子	孺子
女票	女朋友
女贞人	女真人
女贞族	女真族
噢噢	嗷嗷
沤吐	呕吐
沤心沥血	呕心沥血
欧打	殴打
欧州	欧洲
呕歌	讴歌
呕气	怄气
偶而	偶尔
藕断丝联	藕断丝连
怄吐	呕吐
怄心沥血	呕心沥血
爬杆	爬竿
掱手	扒手
拍的一声	啪的一声
排谤	诽谤
排徊	徘徊
排泻	排泄
徘红	绯红
牌罢	牌吧
盘根错结	盘根错节
盘据	盘踞
盘跚	蹒跚
盘石	磐石
盘陁	盘陀
磐竹难书	罄竹难书
蹒姗	蹒跚
蟠根错节	盘根错节
蟠据	盘踞
蟠踞	盘踞
蟠曲	盘曲
蟠石	磐石
判罢	判吧
判辞	判词
判徒	叛徒
判邢	判刑
叛若两人	判若两人
滂礴	磅礴
彷佛	仿佛
彷惶	彷徨
庞爱	宠爱
庞物	宠物
旁皇	彷徨
旁徨	彷徨
旁证博引	旁征博引
徬徨	彷徨
泡末	泡沫
炮竹	爆竹
陪不是	赔不是
陪偿	赔偿
陪个不是	赔个不是
陪礼	赔礼
陪情	赔情
陪伺	陪侍
培圳	培训
赔嫁	陪嫁
赔礼	陪礼
佩带	佩戴
佩得上	配得上
配刀	佩刀
配服	佩服
配台	配合
喷啧	啧啧
盆友	朋友
抨的一声过	砰的一声过
抨的一声了	砰的一声了
抨的一声着	砰的一声着
抨击罢	抨击吧
抨然心动	怦然心动
砰击	抨击
砰然	怦然
彭胀	膨胀
棚壁生辉	蓬荜生辉
蓬壁生辉	蓬荜生辉
蓬头诟面	蓬头垢面
澎胀	膨胀
篷筚生辉	蓬荜生辉
膨长	膨胀
膨涨	膨胀
膨账	膨胀
碰壁生辉	蓬荜生辉
批肩长发	披肩长发
批漏	纰漏
批露	披露
批沙拣金	披沙拣金
披肝历胆	披肝沥胆
披肝厉胆	披肝沥胆
披肩执锐	披坚执锐
披艰执锐	披坚执锐
披沙捡金	披沙拣金
披星带月	披星戴月
劈荆斩棘	披荆斩棘
劈劈啪啪	噼噼啪啪
劈劈拍拍	噼噼啪啪
劈谣	辟谣
噼哩叭啦	噼里啪啦
皮簧	皮黄
毗临	毗邻
毗牙	呲牙
疲备	疲惫
疲塌	疲沓
疲踏	疲沓
脾睨	睥睨
脾味	脾胃
屁巅	屁颠
辟啪	噼啪
辟头盖脸	劈头盖脸
譬方	比方
譬作	比作
偏坦	偏袒
偏狭	褊狭
篇辐	篇幅
漂赌	嫖赌
漂零	飘零
漂渺	缥缈
飘泊	漂泊
飘流	漂流
飘眇	缥缈
飘渺	缥缈
飘邈	缥缈
飘洋过海	漂洋过海
飘飖	飘摇
票象	票像
慓悍	剽悍
拚	拼
拼博	拼搏
贫脊	贫瘠
频临	濒临
平空	凭空
平民窟	贫民窟
评头评足	评头品足
凭白无故	平白无故
凭藉	凭借
凭添	平添
凭心而论	平心而论
屏弃	摒弃
泼浪鼓	拨浪鼓
酦酵	发酵
醱酵	发酵
迫不急待	迫不及待
迫悼	追悼
破锭	破绽
